alt,src,price,target,store,clothesType,clothesColor
"PULLOVER CUELLO EN V, ISABELLA, CRUDO, 100% ACRILICO, Size S",https://images.deprati.com.ec/sys-master/images/hec/h8b/11325029089310/16701870-0_product_300Wx450H,"$29,99",mujer,De Prati,sueter,crudo
"PANTALON LARGO RECTO, ISABELLA, AZUL REY, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hdc/he4/11372342444062/16701258-0_product_300Wx450H,"$36,79",mujer,De Prati,pantalon,azul
"VESTIDO ML CUELLO EN V, EXPRESSIONS, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h1f/h34/11372951175198/16722640-0_product_300Wx450H,"$39,98",mujer,De Prati,vestido,verde
"CAMISERO ML CON CORBATIN, EXPRESSIONS, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h40/he1/11372885082142/16710650-0_product_300Wx450H,"$29,99",mujer,De Prati,camisero,verde
"SHORT TEXTURA, H&O, AZUL REY, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/h5c/h9c/11320052547614/16718838-0_product_300Wx450H,"$15,00",mujer,De Prati,short,azul
"CAMISERO ML TELA CON TEXTURA, ISABELLA, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h6f/h7c/11372844482590/16701237-0_product_300Wx450H,"$35,99",mujer,De Prati,camisero,crudo
"FALDA DENIM CON CINTURON, H&O, AZUL OSCURO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hd1/h28/11384481284126/16723253-0_product_300Wx450H,"$29,99",mujer,De Prati,falda,azul oscuro
"PANTALON STRAIGHT, H&O, CRUDO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h47/hde/11370237100062/16695524-0_product_300Wx450H,"$36,79",mujer,De Prati,pantalon,crudo
"BLUSA MC CUELLO REDONDO, EXPRESSIONS, NEGRO COMBINADO, 100% rayon",https://images.deprati.com.ec/sys-master/images/hd5/hf1/11367928299550/16710333-0_product_300Wx450H,"$29,99",mujer,De Prati,blusa,negro
"BLUSA, H&O, AZUL MARINO, 92% POLIESTER 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha1/h97/11330976022558/16719077-0_product_300Wx450H,"$14,00",mujer,De Prati,blusa,azul marino
"FALDA TUBO CON CINTURON, EXPRESSIONS, NEGRO, 95% POLIESTER 5% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/he3/h66/11321416810526/16710461-0_product_300Wx450H,"$35,99",mujer,De Prati,falda,negro
"BLAZER MS CON SOLAPA, EXPRESSIONS, NEGRO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hde/h21/11329049526302/16710395-0_product_300Wx450H,"$49,99",mujer,De Prati,blazer,negro
"CAMISERO SEDA FRIA MC, H&O TRYBU, AZUL CLARO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h84/he4/11345952473118/16701408-0_product_300Wx450H,"$35,99",mujer,De Prati,camisero,azul claro
"CARDIGAN CUELLO POLO, H&O, CRUDO COMBINADO, 100% ACRILICO, Size M",https://images.deprati.com.ec/sys-master/images/h05/hcd/11320321277982/16695675-0_product_300Wx450H,"$29,99",mujer,De Prati,cardigan,crudo
"BLUSA CROP TEXTURA, H&O, AZUL COMBINADO, 100% Poliéster, Size XS",https://images.deprati.com.ec/sys-master/images/h20/ha3/11320012505118/16695554-0_product_300Wx450H,"$15,00",mujer,De Prati,blusa,azul
"FALDA CUADROS, H&O, VERDE COMBINADO, 100% Poliéster, Size M",https://images.deprati.com.ec/sys-master/images/haf/h70/11320316166174/16695663-0_product_300Wx450H,"$29,99",mujer,De Prati,falda,verde
"BLUSA ML CUELLO REDONDO, ISABELLA, CRUDO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/hf2/h77/11324828385310/16701129-0_product_300Wx450H,"$35,99",mujer,De Prati,blusa,crudo
"CAMISETA SISA RAYAS, H&O, CRUDO COMBINADO, 98% ALGODÓN  2% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/h37/hbc/11320313610270/16695444-0_product_300Wx450H,"$15,99",mujer,De Prati,camiseta,crudo
"FALDA PLISADA CUADROS, H&O TRYBU, AZUL COMBINADO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h90/he8/11318736977950/16701544-0_product_300Wx450H,"$27,99",mujer,De Prati,falda,azul
"CAMISETA ML CUELLO POLO, H&O, VERDE, 94% POLIESTER 6% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h37/h4e/11320461918238/16721867-0_product_300Wx450H,"$23,99",mujer,De Prati,camiseta,verde
"CAMISETA ML CUELLO POLO, H&O, CRUDO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h34/h9b/11320073224222/16721864-0_product_300Wx450H,"$19,99",mujer,De Prati,camiseta,crudo
"BLUSA CROP UNICOLOR, H&O TRYBU, AZUL MARINO, 96% POLIESTER 4% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/heb/h50/11318717841438/16701248-0_product_300Wx450H,"$12,00",mujer,De Prati,blusa,azul marino
"PANTALON FLARE CUADROS, H&O TRYBU, GRIS COMBINADO, 64% POLIESTER 34% ALGODÓN 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf6/h2b/11373722599454/16701290-0_product_300Wx450H,"$23,99",mujer,De Prati,pantalon,gris
"BUZO, H&O, VERDE, 69%POLIESTER 28%ALGODÓN 3%ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h83/hb4/11320376033310/16695944-0_product_300Wx450H,"$23,99",mujer,De Prati,buzo,verde
"JEAN MOM 5B C DESGASTE, H&O TRYBU, AZUL MEDIO, 100% algodón, Size 3",https://images.deprati.com.ec/sys-master/images/h4d/h0e/11325688807454/16702009-0_product_300Wx450H,"$31,99",mujer,De Prati,jean,azul medio
"SUDADERA PREPPY C CUELLO, H&O TRYBU, GRIS JASPE, 96% algodón 4% elastano, Size S",https://images.deprati.com.ec/sys-master/images/hee/h77/11318727639070/16701465-0_product_300Wx450H,"$23,99",mujer,De Prati,sueter,gris
"BLUSA, H&O, AZUL REY, 100% Poliéster, Size L",https://images.deprati.com.ec/sys-master/images/hdb/h32/11320034459678/16695911-0_product_300Wx450H,"$27,99",mujer,De Prati,blusa,azul
"CAMISERO ML UNICOLOR, H&O, AZUL REY, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h95/h5e/11379060899870/16719171-0_product_300Wx450H,"$29,99",mujer,De Prati,camisero,azul
"CAMISERO CUADROS, H&O, AZUL COMBINADO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h32/h4d/11320458379294/16719254-0_product_300Wx450H,"$35,99",mujer,De Prati,camisero,azul
"SHORT CUADROS C LAZO, H&O TRYBU, AZUL COMBINADO, 97% POLIESTER 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hc3/h10/11318823354398/16701929-0_product_300Wx450H,"$22,39",mujer,De Prati,short,azul
"CAMISETA ML SMCRP UNICOLOR, H&O TRYBU, AZUL REY, 95% POLIESTER 5% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/h65/hfe/11318346285086/16701042-0_product_300Wx450H,"$27,99",mujer,De Prati,camiseta,azul
"CHAQUETA DENIM C DESGASTE, H&O TRYBU, AZUL HIELO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h29/h4c/11345962434590/16702067-0_product_300Wx450H,"$39,98",mujer,De Prati,chaqueta,azul
"CHAQUETA UNICOLOR, H&O TRYBU, VERDE, 100% algodón, Size M",https://images.deprati.com.ec/sys-master/images/h2d/h68/11318764109854/16701980-0_product_300Wx450H,"$45,99",mujer,De Prati,chaqueta,verde
"JEAN CARGO UNICOLOR, H&O TRYBU, VERDE, 100% algodón, Size 5",https://images.deprati.com.ec/sys-master/images/h90/h5a/11318770728990/16701989-0_product_300Wx450H,"$31,99",mujer,De Prati,jean,verde
"FALDA UNICOLOR, H&O, AZUL REY, 97% POLIESTER 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/h2a/h8a/11320447860766/16718857-0_product_300Wx450H,"$29,99",mujer,De Prati,falda,azul
"SHORT, H&O, AZUL HIELO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h28/h85/11385310412830/16694944-0_product_300Wx450H,"$23,99",mujer,De Prati,short,azul
"SHORT APT C CINTURON, H&O, AZUL REY, 98% ALGODÓN  2% ELASTANO, Size 12",https://images.deprati.com.ec/sys-master/images/hb5/h34/11320349818910/16694950-0_product_300Wx450H,"$23,99",mujer,De Prati,short,azul
"BLUSA CUADROS MC, H&O TRYBU, AZUL COMBINADO, 100% algodón, Size S",https://images.deprati.com.ec/sys-master/images/h06/hcf/11318805757982/16701907-0_product_300Wx450H,"$19,99",mujer,De Prati,blusa,azul
"PANTALON RECTO UNICOLOR, H&O TRYBU, AZUL MARINO, 97% POLIESTER 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hf7/h6d/11318722854942/16701453-0_product_300Wx450H,"$28,78",mujer,De Prati,pantalon,azul marino
"SHORT C APLIQUE UNICOLOR, H&O TRYBU, VERDE, 100% VISCOSA, Size S",https://images.deprati.com.ec/sys-master/images/hf5/h96/11318798843934/16702050-0_product_300Wx450H,"$15,00",mujer,De Prati,short,verde
"PANTALON FLARE CUADROS, H&O TRYBU, VERDE COMBINADO, 71% POLIESTER 21% ALGODÓN 8% ELASTANO, Size M",https://images.deprati.com.ec/sys-master/images/h04/hbc/11318379773982/16702059-0_product_300Wx450H,"$26,39",mujer,De Prati,pantalon,verde
"CAMISETA CROP C AMARRE, H&O TRYBU, AZUL MARINO, 96% POLIESTER 4% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hdc/ha9/11318787604510/16702034-0_product_300Wx450H,"$23,99",mujer,De Prati,camiseta,azul marino
"BLUSA HALTER C DETALLES UNICOLOR, H&O TRYBU, PALO ROSA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h4c/hff/11493805686814/16789839-0_product_300Wx450H,"$12,00",mujer,De Prati,blusa,palo rosa
"SHORT SKINNY C LAZO UNICOLOR, H&O TRYBU, PALO ROSA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h6e/hf6/11493871157278/16766879-0_product_300Wx450H,"$19,20",mujer,De Prati,short,palo rosa
"PANTALON ECO RECTO UNCOLOR . TINTURA CON PROCESO DE REDUCCIÓN DE AGUA, H&O TRYBU, CRUDO, 98% ALGOD",https://images.deprati.com.ec/sys-master/images/h80/h53/11474022465566/16798374-0_product_300Wx450H,"$31,99",mujer,De Prati,pantalon,crudo
"PANTALON RECTO C LAZO UNICOLOR, H&O TRYBU, MOSTAZA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha1/hc3/11473999462430/16789790-0_product_300Wx450H,"$26,39",mujer,De Prati,pantalon,mostaza
"CAMISERO ML CON   DETALLES EN LA CINTURA, H&O, NARANJA COMBINADO, 97% ALGODON 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h17/h4b/11459791683614/16723275-0_product_300Wx450H,"$35,99",mujer,De Prati,camisero,naranja
"FALDA UNICOLOR CON LAZO, H&O, NARANJA, 92% POLIESTER 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/he1/h05/11459758915614/16722093-0_product_300Wx450H,"$29,99",mujer,De Prati,falda,naranja
"PANTALON  PALAZZO, H&O, ARENA, 70% ALGODON  30% LINO",https://images.deprati.com.ec/sys-master/images/hb8/hea/11459772678174/16722495-0_product_300Wx450H,"$23,99",mujer,De Prati,pantalon,arena
"SHORT CUERINA RECTO UNICOLOR, H&O TRYBU, CAFE, 50% ALGODÓN 50% POLIESTER",https://images.deprati.com.ec/sys-master/images/h30/hac/11455775506462/16776000-0_product_300Wx450H,"$23,99",mujer,De Prati,short,cafe
"CAMISETA TIRAS SMCRP UNICOLOR, H&O TRYBU, PALO ROSA, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h28/h41/11455729401886/16767788-0_product_300Wx450H,"$19,99",mujer,De Prati,camiseta,palo rosa
"ENTERIZO UNICOLOR, H&O, CAMEL, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hff/hdf/11455446155294/16722508-0_product_300Wx450H,"$39,98",mujer,De Prati,enterizo,camel
"BLUSA MC UNICOLOR, H&O, PALO ROSA, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h9a/h74/11451433910302/16722480-0_product_300Wx450H,"$27,99",mujer,De Prati,blusa,palo rosa
"BLUSA M34 UNICOLOR, H&O, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h13/h94/11451402059806/16719564-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,crudo
"BLUSA M34, H&O, ROSADO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h89/hbe/11451398422558/16719557-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,rosado
"CAMISETA SISA CORRUGADA, H&O TRYBU, CAFE, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h68/h4a/11446324396062/16787186-0_product_300Wx450H,"$23,99",mujer,De Prati,camiseta,cafe
"BLUSA ML C BOTONES, H&O, ROSADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hfa/hdf/11446936305694/16719527-0_product_300Wx450H,"$14,00",mujer,De Prati,blusa,rosado
"SHORT C FLECOS UNICOLOR, H&O TRYBU, CRUDO, 98% ALGODÓN  2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hde/h1a/11441852022814/16766865-0_product_300Wx450H,"$15,00",mujer,De Prati,short,crudo
"CAMISETA ASIMETRICA ARGOLLA Y CUT OUT, H&O, TERRACOTA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hbd/hcf/11441586733086/16734244-0_product_300Wx450H,"$15,99",mujer,De Prati,camiseta,terracota
"CAMISETA TEJIDA SIS CUELLO ALTO, ISABELLA, CAFE, 100% algodón",https://images.deprati.com.ec/sys-master/images/h8a/h66/11456478937118/300x450.jpg,"$27,99",mujer,De Prati,camiseta,cafe
"BUZO UNICOLOR CUT OUT, H&O, GRIS, 100% algodón",https://images.deprati.com.ec/sys-master/images/h1d/h32/11430248415262/16731187-0_product_300Wx450H,"$29,99",mujer,De Prati,buzo,gris
"CHAQUETA DENIM CON APLIQUES, H&O, CRUDO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h57/h99/11430263717918/16731241-0_product_300Wx450H,"$45,99",mujer,De Prati,chaqueta,crudo
"CHAQUETA DENIM, H&O, MAUVE, 100% algodón",https://images.deprati.com.ec/sys-master/images/h4d/h8f/11430268502046/16731245-0_product_300Wx450H,"$45,99",mujer,De Prati,chaqueta,mauve
"JEAN STRAIGHT, H&O, AZUL MEDIO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hac/h9d/11430274695198/16731361-0_product_300Wx450H,"$31,99",mujer,De Prati,jean,azul medio
"CAMISETA CUELLO POLO CON RUCHE, H&O, CRUDO, 65% Poliester  35% Algodón",https://images.deprati.com.ec/sys-master/images/h98/ha9/11430250643486/16731217-0_product_300Wx450H,"$23,99",mujer,De Prati,camiseta,crudo
"VESTIDO M34 PRINT CON CINTURON, H&O, VINO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h9d/h26/11430150406174/16722986-0_product_300Wx450H,"$45,99",mujer,De Prati,vestido,vino
"BLUSA ML C BOTONES, H&O, CRUDO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hd4/h32/11430170624030/16719536-0_product_300Wx450H,"$14,00",mujer,De Prati,blusa,crudo
"CAMISETA MC CON ARGOLLA Y DETALLES, H&O, CAFE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h60/h53/11430222200862/16721989-0_product_300Wx450H,"$12,00",mujer,De Prati,camiseta,cafe
"SHORT RECTO TIRO ALTO, ISABELLA, CAFE, 95% POLIESTER 5% ELASTANO, Size 14",https://images.deprati.com.ec/sys-master/images/hb8/h96/11325082566686/16735190-0_product_300Wx450H,"$22,39",mujer,De Prati,short,cafe
"JEAN Straight, H&O, ROSADO, 98% ALGODON 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h1f/h38/11430257590302/16731236-0_product_300Wx450H,"$31,99",mujer,De Prati,jean,rosado
"CAMISETA MCR RAYAS, H&O, NEGRO COMBINADO, 65% POLIESTER 35% ALGODÓN",https://images.deprati.com.ec/sys-master/images/hcc/h12/11412127219742/16731225-0_product_300Wx450H,"$23,99",mujer,De Prati,camiseta,negro
"BLUSA MC PRINT, H&O, CRUDO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hb0/hfe/11401127297054/16722063-0_product_300Wx450H,"$27,99",mujer,De Prati,blusa,crudo
"CAMISETA SISA UNICOLOR, H&O, MAUVE, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h2b/hdb/11410268782622/16778598-0_product_300Wx450H,"$12,00",mujer,De Prati,camiseta,mauve
"CAMISETA MC CUELLO POLO, H&O, TERRACOTA, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/hb0/h1f/11410273697822/16778603-0_product_300Wx450H,"$10,00",mujer,De Prati,camiseta,terracota
"CAMISETA MC CUELLO ALTO RAYAS, H&O, TERRACOTA COMBINADO, 62% ALGODÓN 32%POLIESTER 19%ELASTANO",https://images.deprati.com.ec/sys-master/images/h4c/h24/11410281627678/16778619-0_product_300Wx450H,"$23,99",mujer,De Prati,camiseta,terracota
"VESTIDO ML CON FAJÍN , H&O, ROSADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h5f/h9e/11407968272414/16722945-0_product_300Wx450H,"$22,99",mujer,De Prati,vestido,rosado
"BODY ML NUDO FRONTAL, H&O, AZUL, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h57/h35/11401104785438/16718727-0_product_300Wx450H,"$14,00",mujer,De Prati,body,azul
"CAMISERO ML UNICOLOR, H&O TRYBU, CAFE, 97% ALGODON 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha7/hc2/11396790779934/16723798-0_product_300Wx450H,"$29,99",mujer,De Prati,camisero,cafe
"PANTALON LARGO SKINNY, EXPRESSIONS, ROSADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h99/h09/11383355015198/16712704-0_product_300Wx450H,"$36,79",mujer,De Prati,pantalon,rosado
"PANTALON FLARE, ISABELLA, CAFE, 95% POLIESTER 5% ELASTANO, Size 12",https://images.deprati.com.ec/sys-master/images/h63/ha1/11325074767902/16735165-0_product_300Wx450H,"$31,99",mujer,De Prati,pantalon,cafe
"BLUSA TIRAS FLOR, H&O, CRUDO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h65/h38/11332671799326/16722404-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,crudo
"BLUSA TIRAS NUDO FRONTAL, H&O, ARENA, 70% VISCOSA 30% LINO",https://images.deprati.com.ec/sys-master/images/h21/ha5/11412036550686/16722455-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,arena
"PANTALON LARGO SLIM, EXPRESSIONS, ROSADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h74/h0d/11383363010590/16712722-0_product_300Wx450H,"$36,79",mujer,De Prati,pantalon,rosado
"FALDA TUBO CON BOTONES , EXPRESSIONS, PALO ROSA, 89% POLIESTER 11% ELASTANO",https://images.deprati.com.ec/sys-master/images/h7c/h00/11383376085022/16713089-0_product_300Wx450H,"$35,99",mujer,De Prati,falda,palo rosa
"BLUSA SEDA CROP TIRAS, H&O TRYBU, PALO ROSA, 100% algodón",https://images.deprati.com.ec/sys-master/images/haa/he3/11376194584606/16702081-0_product_300Wx450H,"$15,99",mujer,De Prati,blusa,palo rosa
"CAMISERO MESH MC, H&O TRYBU, PALO ROSA COMBINADO, 90%POLIESTER 10%ELASTANO",https://images.deprati.com.ec/sys-master/images/h7f/h96/11376559718430/16723790-0_product_300Wx450H,"$27,99",mujer,De Prati,camisero,palo rosa
"BLUSA MS CUELLO REDONDO, EXPRESSIONS, PALO ROSA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h31/h20/11403463131166/16712924-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,palo rosa
"VESTIDO TIRAS PRINT, H&O TRYBU, PALO ROSA COMBINADO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h7a/ha5/11362022555678/16702101-0_product_300Wx450H,"$27,99",mujer,De Prati,vestido,palo rosa
"CAMISETA ML BRILLOS CON RUCHE, H&O, CAMEL, 59% POLIESTER 32% ALGODON 9% ELASTANO",https://images.deprati.com.ec/sys-master/images/h45/h95/11332652892190/16722045-0_product_300Wx450H,"$14,00",mujer,De Prati,camiseta,camel
"CAMISERO MCR, ISABELLA, CAMEL, 97% ALGODON 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hac/h47/11383555031070/16735122-0_product_300Wx450H,"$35,99",mujer,De Prati,camisero,camel
"BLUSA TIRAS CON ARGOLLA Y VUELOS, H&O, MAUVE, 85% poliéster 15% elastano",https://images.deprati.com.ec/sys-master/images/h1a/he5/11332718297118/16731251-0_product_300Wx450H,"$10,00",mujer,De Prati,blusa,mauve
"BLUSA M34 CUELLO REDONDO, EXPRESSIONS, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hcc/h46/11329079345182/16712527-0_product_300Wx450H,"$35,99",mujer,De Prati,blusa,crudo
"BLAZER CON SOLAPA CON ELASTICO EN MANGAS, EXPRESSIONS, PALO ROSA, 95% POLIESTER 5% ELASTANO, Size M",https://images.deprati.com.ec/sys-master/images/h30/hc0/11323880800286/16712552-0_product_300Wx450H,"$59,99",mujer,De Prati,blazer,palo rosa
"CAMISERO TEXTURA C ABERTURA, H&O TRYBU, TERRACOTA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h5c/h96/11362163195934/16723860-0_product_300Wx450H,"$32,98",mujer,De Prati,camisero,terracota
"BLUSA C LAZO ML, H&O TRYBU, BEIGE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h31/h14/11346336776222/16702133-0_product_300Wx450H,"$29,99",mujer,De Prati,blusa,beige
"SWEATER BICOLOR, H&O, CRUDO COMBINADO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h26/he7/11332721901598/16731328-0_product_300Wx450H,"$27,99",mujer,De Prati,sueter,crudo
"CAMISERO MLG CON BORDADO, ISABELLA, ARENA, 95%VISCOSA 5%ELASTANO",https://images.deprati.com.ec/sys-master/images/h2e/heb/11357890084894/16735138-0_product_300Wx450H,"$35,99",mujer,De Prati,camisero,arena
"SHORT SKINNY DENIIM, H&O TRYBU, AZUL CLARO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hc7/hf2/11376225910814/16702164-0_product_300Wx450H,"$23,99",mujer,De Prati,short,azul claro
"JEAN SKINNY, H&O TRYBU, AZUL CLARO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h75/hf7/11493847334942/16758441-0_product_300Wx450H,"$31,99",mujer,De Prati,jean,azul claro
"SWEATER CROPPED, H&O, CELESTE, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/hff/hbb/11482852556830/16749262-0_product_300Wx450H,"$23,99",mujer,De Prati,sueter,celeste
"BUZO UNICOLOR, H&O, CELESTE, 65% Poliester  35% Algodón",https://images.deprati.com.ec/sys-master/images/hd8/h48/11482822410270/16746033-0_product_300Wx450H,"$27,99",mujer,De Prati,buzo,celeste
"CAMISETA MC CUELLO POLO ECO, H&O, GRIS COMBINADO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hf8/hc2/11482857275422/16749266-0_product_300Wx450H,"$27,99",mujer,De Prati,camiseta,gris
"PANTALON ECO JOGGER PROCESO DE PRODUCCIÓN CON AHORRO DE AGUA Y ENERGÍA , H&O TRYBU, CELESTE, 100%",https://images.deprati.com.ec/sys-master/images/he4/h11/11474031411230/16798498-0_product_300Wx450H,"$31,99",mujer,De Prati,joggers,celeste
"CHAQUETA DENIM UNICOLOR, H&O TRYBU, AZUL MEDIO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h66/h45/11473349247006/16758356-0_product_300Wx450H,"$39,98",mujer,De Prati,chaqueta,azul medio
"BLUSA ML CON NIDO DE ABEJA, H&O, AMARILLO PASTEL, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hb0/h18/11462224969758/16800867-0_product_300Wx450H,"$29,99",mujer,De Prati,blusa,amarillo
"BLUSA M34 PRINT CON AMARRE, H&O, CELESTE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha5/he3/11462060408862/16742720-0_product_300Wx450H,"$27,99",mujer,De Prati,blusa,celeste
"BLUSA ML PRINT, H&O, CELESTE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h4a/h68/11462074597406/16742731-0_product_300Wx450H,"$29,99",mujer,De Prati,blusa,celeste
"BLUSA C LAZO UNICOLOR, H&O TRYBU, HABANO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h35/h2b/11455794151454/16793423-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,abano
"BLUSA ML PRINT PUNTOS, H&O TRYBU, CELESTE COMBINADO, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h52/he9/11455721177118/16767026-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,celeste
"BLUSA ML TRANSPARENTES, H&O, CELESTE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h86/h04/11465356476446/16742959-0_product_300Wx450H,"$14,00",mujer,De Prati,blusa,celeste
"BLUSA PRINT FLORAL SMCRP, H&O TRYBU, CELESTE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h30/h30/11446310273054/16758584-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,celeste
"BLUSA TIRAS PRINT, H&O, CRUDO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h0a/hb2/11447113646110/16745961-0_product_300Wx450H,"$19,99",mujer,De Prati,blusa,crudo
"BLUSA MC UNICOLOR, H&O TRYBU, CRUDO, 100% rayón",https://images.deprati.com.ec/sys-master/images/h57/heb/11442582847518/16756499-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,crudo
"BLUSA TIRAS RAYAS, H&O TRYBU, AZUL COMBINADO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h32/h3e/11441734713374/16757239-0_product_300Wx450H,"$23,99",mujer,De Prati,blusa,azul
"BLUSA DENIM C CIERRE, H&O TRYBU, AZUL CLARO, 98% algodón 2% elastano",https://images.deprati.com.ec/sys-master/images/ha7/h41/11441747460126/16758564-0_product_300Wx450H,"$27,99",mujer,De Prati,blusa,azul claro
"SHORT DENIM C ROTOS, H&O TRYBU, AZUL CLARO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hb4/h9f/11442656215070/16767262-0_product_300Wx450H,"$23,99",mujer,De Prati,short,azul claro
"SHORT DENIM, H&O TRYBU, AZUL CLARO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hd2/hed/11442626134046/16767252-0_product_300Wx450H,"$23,99",mujer,De Prati,short,azul claro
"CAMISETA SISA REG RAYAS, H&O TRYBU, CELESTE COMBINADO, 95% ALGODÓN 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/he1/hb6/11442651070494/16767085-0_product_300Wx450H,"$13,99",mujer,De Prati,camiseta,celeste
