alt,src,price
"BLUSA HALTER UNICOLOR, H&O, TERRACOTA, 94% POLIESTER 6% ELASTANO, Size XS",https://images.deprati.com.ec/sys-master/images/hd6/h6a/11321526943774/16722005-0_product_300Wx450H,"$23,99"
"JEAN STRAIGHT, H&O, NEGRO, 98% ALGODON 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h52/h6d/11370393600030/16730684-0_product_300Wx450H,"$39,98"
"FALDA UNICOLOR CON CINTURON, H&O, TERRACOTA, 94% POLIESTER 6% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/ha7/h19/11321543458846/16722041-0_product_300Wx450H,"$29,99"
"CAMISERO MC PRINT, H&O, NEGRO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h85/hc8/11397348261918/16772276-0_product_300Wx450H,"$27,99"
"CAMISETA MINIPRINT FLORES, H&O TRYBU, ARENA COMBINADO, 91% RAYON 9% ESPANDEX, Size M",https://images.deprati.com.ec/sys-master/images/h0e/hc2/11325729800222/16702221-0_product_300Wx450H,"$15,99"
"CAMISETA ML MESH, H&O, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h61/h64/11370272718878/16721909-0_product_300Wx450H,"$23,99"
"CAMISETA MARMOLEADA MC, H&O TRYBU, CAFÉ COMBINADO, 90% Poliester 10% Elastano",https://images.deprati.com.ec/sys-master/images/h95/h41/11362034319390/16702652-0_product_300Wx450H,"$19,99"
"CAMISETA MESTH TIRAS, H&O TRYBU, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h4a/hed/11362031796254/16702644-0_product_300Wx450H,"$19,99"
"BLUSA ANIMAL PRINT MC, H&O TRYBU, PALO ROSA COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/h6d/hd0/11349101641758/16702208-0_product_300Wx450H,"$23,99"
"BLUSA SISA UNICOLOR, H&O, DORADO, 62% ALGODÓN 32%POLIESTER 19%ELASTANO",https://images.deprati.com.ec/sys-master/images/h60/h31/11370303094814/16722032-0_product_300Wx450H,"$27,99"
"CAMISETA ML MESH, H&O, VERDE OLIVA, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h0b/h29/11378058428446/16730591-0_product_300Wx450H,"$23,99"
"CAMISETA TIRAS CON APLIQUES, H&O, ARENA, 78% NYLON 22% POLYESTER",https://images.deprati.com.ec/sys-master/images/hd8/hc4/11370362994718/16730521-0_product_300Wx450H,"$19,99"
"JEAN WIDE LEG, H&O, ARENA, 98% ALGODON 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hdc/h82/11404475662366/16730515-0_product_300Wx450H,"$35,99"
"BODY SISA PRINT, H&O, ARENA COMBINADO, 87% POLIESTER 13%ELASTANO",https://images.deprati.com.ec/sys-master/images/hfa/hd0/11370294542366/16719405-0_product_300Wx450H,"$19,99"
"BLUSA TIRAS BRILLOS CUT OUT, H&O, NEGRO COMBINADO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf8/h00/11378032017438/16722284-0_product_300Wx450H,"$23,99"
"BODY UNICOLOR, H&O, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h02/h71/11370298310686/16721919-0_product_300Wx450H,"$19,99"
"BLUSA HALTER CRUZADA UNICOLOR, H&O, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h1d/h33/11384411586590/16718528-0_product_300Wx450H,"$23,99"
"FALDA UNICOLOR, H&O, MOSTAZA, 90% polyester 10% elastano",https://images.deprati.com.ec/sys-master/images/h27/h70/11370319642654/16722334-0_product_300Wx450H,"$23,99"
"BLUSA ONE SHOULDER, H&O, MOSTAZA, 94% POLIESTER 6% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h50/h91/11321550176286/16722289-0_product_300Wx450H,"$19,99"
"CAMISETA ESTAMPADA MC, H&O TRYBU, PALO ROSA, 100% algodón",https://images.deprati.com.ec/sys-master/images/hea/h82/11346351816734/16702212-0_product_300Wx450H,"$15,99"
"CAMISETA ESTAMPADA SMCRP, H&O TRYBU, AMARILLO PASTEL, 100% algodón",https://images.deprati.com.ec/sys-master/images/hce/h8f/11356437053470/16702180-0_product_300Wx450H,"$15,99"
"BLUSA SISA TEXTURA, H&O, CRUDO, 71% POLIESTER 26% ALGODÓN    3% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/h66/hea/11321711165470/16722322-0_product_300Wx450H,"$23,99"
"BODY TIRAS PRINT, H&O, NEGRO COMBINADO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h86/h9a/11321704546334/16722279-0_product_300Wx450H,"$23,99"
"BLUSA M34 NUDO FRONTAL, H&O, COBRE, 68% POLIESTER 32% RAYON, Size XL",https://images.deprati.com.ec/sys-master/images/h72/h87/11321746587678/16734268-0_product_300Wx450H,"$19,99"
"PANTALON FLARE UNICOLOR, H&O TRYBU, CAFE, 98% POLIESTER 2% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/had/hf9/11325733339166/16702248-0_product_300Wx450H,"$35,99"
"BUZO CUELLO POLO UNICOLOR, H&O, AZUL REY, 100% algodón",https://images.deprati.com.ec/sys-master/images/hef/hb8/11463997095966/16731151-0_product_300Wx450H,"$29,99"
"ENTERIZO MC LARGO CUELLO EN V, ISABELLA, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hd6/h49/11455868764190/16701147-0_product_300Wx450H,"$45,99"
"BLAZER CON 2 BOTONES FORRADOS, ISABELLA, CRUDO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h74/h8d/11455879282718/16701192-0_product_300Wx450H,"$49,99"
"CAMISERO MS CON LAZO EN CINTURA, ISABELLA, BLANCO COMBINADO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h4a/h68/11452051783710/16785331-0_product_300Wx450H,"$29,99"
"CARDIGAN PREPPY, H&O TRYBU, AZUL OSCURO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h0c/h10/11442474844190/16701647-0_product_300Wx450H,"$32,98"
"BLUSA HALTER CON DETALLE EN CUELLO, EXPRESSIONS, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h5c/h21/11442212405278/16710315-0_product_300Wx450H,"$35,99"
"PANTALON FLARE, ISABELLA, HABANO, 70%VISCOSA 25%POLIAMIDA 5%ELASTANO",https://images.deprati.com.ec/sys-master/images/h75/hb7/11441910710302/16770899-0_product_300Wx450H,"$39,98"
"CAMISETA MC UNICOLOR CUT OUT, H&O, VERDE LIMON, 100% rayón",https://images.deprati.com.ec/sys-master/images/h56/hde/11430440828958/16770080-0_product_300Wx450H,"$15,99"
"CAMISETA MC CUELLO POLO Y CIERRE, H&O, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha0/h24/11430215516190/16721965-0_product_300Wx450H,"$19,99"
"VESTIDO C VUELOS CUADROS, H&O TRYBU, AZUL COMBINADO, 100% algodón",https://images.deprati.com.ec/sys-master/images/ha9/hc3/11416435752990/16774767-0_product_300Wx450H,"$29,99"
"CAMISERO, H&O, BLANCO, 93% ALGODON 7% ELASTANO",https://images.deprati.com.ec/sys-master/images/h13/h21/11426939961374/16776872-0_product_300Wx450H,"$29,99"
"BOMBER PREPPY FLEECE, H&O TRYBU, VERDE, 65% POLIESTER 35% ALGODÓN",https://images.deprati.com.ec/sys-master/images/h3a/h9e/11416176492574/16701884-0_product_300Wx450H,"$45,99"
"SWEATER PREPPY SMCRP, H&O TRYBU, VERDE, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/he0/hc3/11400907456542/16701585-0_product_300Wx450H,"$27,99"
"CHAQUETA UNICOLOR, H&O, HABANO, 97% ALGODÓN  3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h78/h60/11408167370782/16783479-0_product_300Wx450H,"$45,99"
"BLUSA MC CUELLO EN V, EXPRESSIONS, AMARILLO PASTEL, 50% VISCOSA 50% POLIESTER",https://images.deprati.com.ec/sys-master/images/h31/h49/11403574378526/16722544-0_product_300Wx450H,"$35,99"
"BLUSA MC, H&O, VERDE LIMON, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf4/hf0/11403411685406/16696328-0_product_300Wx450H,"$27,99"
"CAMISERO ESTAMPADO, H&O, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h26/hca/11404067045406/16695755-0_product_300Wx450H,"$35,99"
"BOMBER PREPPY DENIM, H&O TRYBU, ROJO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h07/hd1/11400928591902/16702003-0_product_300Wx450H,"$49,99"
"CAMISETA MC ESTAMPADA, H&O TRYBU, GRIS JASPE, 65% POLIESTER 35% ALGODÓN",https://images.deprati.com.ec/sys-master/images/h77/haf/11401526902814/16701837-0_product_300Wx450H,"$15,99"
"CAMISETA MC UNICOLOR, H&O, CELESTE, 96% VISCOSA 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h22/h66/11401508028446/16695939-0_product_300Wx450H,"$15,99"
"BLUSA ML C VUELOS, H&O, VERDE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hd0/h42/11398427377694/16719245-0_product_300Wx450H,"$27,99"
"BLUSA C CRUCE MC, H&O TRYBU, AZUL REY, 50%VISCOSA 50%POLIESTER",https://images.deprati.com.ec/sys-master/images/he2/hba/11398084460574/16701186-0_product_300Wx450H,"$27,99"
"BUZO RAYAS, H&O, VERDE COMBINADO, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/h2e/h1f/11398280019998/16695686-0_product_300Wx450H,"$25,98"
"BLUSA ML C VUELOS, H&O, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hf1/h58/11397190287390/16719127-0_product_300Wx450H,"$27,99"
"CAMISETA TIRAS UNICOLOR, H&O TRYBU, AZUL REY, 65% POLIESTER 35% ALGODÓN",https://images.deprati.com.ec/sys-master/images/h66/h65/11401532375070/16701969-0_product_300Wx450H,"$15,99"
"PANTALON RECTO, ISABELLA, CRUDO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hc9/h99/11373074513950/16744678-0_product_300Wx450H,"$39,98"
"FALDA DENIM CON CINTURON, H&O, AZUL OSCURO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h0f/h55/11384479219742/16723251-0_product_300Wx450H,"$29,99"
"BLUSA ML CUELLO EN V, ISABELLA, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hca/h5f/11383040180254/16701119-0_product_300Wx450H,"$35,99"
"SHORT BROCADO CON CINTURON, ISABELLA, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hc2/h33/11372345983006/16701285-0_product_300Wx450H,"$39,98"
"BLUSA TIRAS SEMICROP RAYAS, H&O, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h8f/h59/11387661910046/16695714-0_product_300Wx450H,"$23,99"
"BLUSA MS CON DETALLE EN CUELLO, EXPRESSIONS, AZUL REY, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h34/hba/11382501539870/16710464-0_product_300Wx450H,"$27,99"
"BLUSA MS CUELLO REDONDO, EXPRESSIONS, NEGRO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h46/h80/11382511239198/16710611-0_product_300Wx450H,"$29,99"
"BLUSA MS CUELLO REDONDO, EXPRESSIONS, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h37/h0c/11382517792798/16710616-0_product_300Wx450H,"$35,99"
"SHORT RECTO, ISABELLA, VERDE COMBINADO, 100% Poliéster, Size 10",https://images.deprati.com.ec/sys-master/images/h54/hcf/11324897427486/16701391-0_product_300Wx450H,"$32,98"
"CAMISETA C APLIQUE SISA, H&O TRYBU, CRUDO, 65% POLIESTER 35% ALGODÓN, Size M",https://images.deprati.com.ec/sys-master/images/hb2/hdc/11325673504798/16701462-0_product_300Wx450H,"$19,99"
"CAMISETA TIRAS UNICOLOR, H&O, NEGRO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h6f/hbe/11384496455710/16731028-0_product_300Wx450H,"$19,99"
"BLUSA ML CON DETALLE EN CUELLO, ISABELLA, VERDE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h3f/h49/11383061544990/16701218-0_product_300Wx450H,"$35,99"
"BLUSA SATIN C ENCARRUJADO, H&O TRYBU, ARENA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h94/h90/11383057940510/16701180-0_product_300Wx450H,"$23,99"
"CARDIGAN AJUSTADO UNICOLOR, H&O TRYBU, LILA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h80/hfa/11376539828254/16721788-0_product_300Wx450H,"$29,99"
"CARDIGAN UNICOLOR, H&O TRYBU, NEGRO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h79/hed/11376534978590/16721766-0_product_300Wx450H,"$29,99"
"CAMISETA ML SMCRP UNICOLOR, H&O TRYBU, BLANCO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h2a/h44/11383032872990/16701046-0_product_300Wx450H,"$27,99"
"FALDA CUADROS TEXTURA, H&O, AZUL COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hf2/h98/11378510495774/16695667-0_product_300Wx450H,"$35,99"
"CAMISERO MC MANGAS BOMBACHAS, ISABELLA, CRUDO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h1e/hd9/11383051124766/16701154-0_product_300Wx450H,"$35,99"
"CARDIGAN CON BOTONES Y AMARRE EN CINTURA, ISABELLA, AZUL, 100% ACRILICO, Size S",https://images.deprati.com.ec/sys-master/images/h14/hcb/11324847751198/16701302-0_product_300Wx450H,"$35,99"
"SHORT CUERINA, H&O, AZUL MARINO, 100% POLIURETANO, Size 6",https://images.deprati.com.ec/sys-master/images/h52/hfb/11320367972382/16695759-0_product_300Wx450H,"$29,99"
"BUZO CUELLO REDONDO CON MANGAS BOMBACHAS Y BOTONES DECORATIVOS RAYAS, ISABELLA, NEGRO COMBINADO, 1",https://images.deprati.com.ec/sys-master/images/h1a/h99/11377942593566/16701330-0_product_300Wx450H,"$29,99"
"CAMISETA MC CUELLO REDONDO CON DETALLE EN DELANTERO, ISABELLA, CRUDO, 96% VISCOSA  4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hb5/h0b/11379045662750/16701402-0_product_300Wx450H,"$15,99"
"BLUSA MS CUELLO EN V, ISABELLA, NUDE, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf0/h6b/11379038289950/16701205-0_product_300Wx450H,"$23,99"
"SWEATER UNICOLOR, H&O, VERDE, 100% ACRILICO",https://images.deprati.com.ec/sys-master/images/hd9/h39/11384490197022/16730875-0_product_300Wx450H,"$27,99"
"BLAZER MS CON 4 BOTONES, EXPRESSIONS, NEGRO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h01/h99/11440821436446/16710554-0_product_300Wx450H,"$59,99"
"PULLOVER CUELLO EN V, ISABELLA, CRUDO, 100% ACRILICO, Size XXL",https://images.deprati.com.ec/sys-master/images/h27/ha4/11325034594334/16701874-0_product_300Wx450H,"$29,99"
"PANTALON LARGO RECTO, ISABELLA, AZUL REY, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hbc/haa/11372343623710/16701259-0_product_300Wx450H,"$45,99"
"VESTIDO ML CUELLO EN V, EXPRESSIONS, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h1f/h34/11372951175198/16722640-0_product_300Wx450H,"$39,98"
"CAMISERO ML CON CORBATIN, EXPRESSIONS, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h40/he1/11372885082142/16710650-0_product_300Wx450H,"$29,99"
"BLAZER DENIM CON DOS BOTONES, ISABELLA, INDIGO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hdb/hcb/11372848709662/16701442-0_product_300Wx450H,"$39,98"
"VESTIDO CAMISERO CON LAZO, ISABELLA, VERDE COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h11/hac/11372299321374/16701132-0_product_300Wx450H,"$45,99"
"SHORT RECTO, ISABELLA, CRUDO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h2b/h49/11372307447838/16701172-0_product_300Wx450H,"$32,98"
"SHORT TEXTURA, H&O, AZUL REY, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/h5c/h9c/11320052547614/16718838-0_product_300Wx450H,"$29,99"
"SHORT RECTO DENIM CON PINZAS, ISABELLA, AZUL OSCURO, 100% algodón, Size 16",https://images.deprati.com.ec/sys-master/images/hd9/hc9/11324868427806/16701440-0_product_300Wx450H,"$29,99"
"CAMISERO ML TELA CON TEXTURA, ISABELLA, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h30/h50/11372841762846/16701225-0_product_300Wx450H,"$35,99"
"CORSET UNICOLOR, H&O, CRUDO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h31/h03/11370242998302/16695552-0_product_300Wx450H,"$23,99"
"BLAZER UNICOLOR, H&O, CRUDO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h51/he8/11370232315934/16695520-0_product_300Wx450H,"$55,99"
"PANTALON STRAIGHT, H&O, CRUDO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h32/h6d/11370238345246/16695525-0_product_300Wx450H,"$45,99"
"PANTALON TEXTURA, H&O, AZUL MARINO, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha5/hd8/11370274258974/16695771-0_product_300Wx450H,"$32,98"
"BLUSA M34 CUELLO EN V CON CHARRETERA, EXPRESSIONS, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h6e/h22/11367938261022/16710633-0_product_300Wx450H,"$27,99"
"BLUSA ML C FAJIN, H&O TRYBU, VERDE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hf7/h7e/11367843627038/16701374-0_product_300Wx450H,"$35,99"
"BLUSA MC CUELLO REDONDO, EXPRESSIONS, NEGRO COMBINADO, 100% rayon",https://images.deprati.com.ec/sys-master/images/hd5/hf1/11367928299550/16710333-0_product_300Wx450H,"$29,99"
"BLUSA, H&O, AZUL MARINO, 92% POLIESTER 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha1/h97/11330976022558/16719077-0_product_300Wx450H,"$27,99"
"CAMISERO MC, H&O, CRUDO, 100% Poliéster, Size XS",https://images.deprati.com.ec/sys-master/images/h7f/h19/11320360796190/16695749-0_product_300Wx450H,"$35,99"
"FALDA TUBO CON CINTURON, EXPRESSIONS, NEGRO, 95% POLIESTER 5% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/he3/h66/11321416810526/16710461-0_product_300Wx450H,"$35,99"
"BLAZER MS CON SOLAPA, EXPRESSIONS, NEGRO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hde/h21/11329049526302/16710395-0_product_300Wx450H,"$49,99"
"CAMISERO ML, EXPRESSIONS, NEGRO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/he3/h63/11328986513438/16710341-0_product_300Wx450H,"$35,99"
"CAMISETA CUELLO ALTO SMCRP, H&O TRYBU, CRUDO, 92% POLIESTER 8% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hcb/hc6/11325693657118/16702018-0_product_300Wx450H,"$15,99"
"BLUSA C CIERRE SISA, H&O TRYBU, AZUL MARINO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hb2/hf8/11345957552158/16702039-0_product_300Wx450H,"$27,99"
"VESTIDO TIRAS LARGO, H&O TRYBU, AZUL CLARO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h52/h57/11361189560350/16701448-0_product_300Wx450H,"$39,98"
"CAMISERO SEDA FRIA MC, H&O TRYBU, AZUL CLARO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h84/h77/11345951391774/16701407-0_product_300Wx450H,"$35,99"
"FALDA PLISADA UNICOLOR, H&O TRYBU, BLANCO, 97% ALGODON 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h8b/he7/11366401769502/16701039-0_product_300Wx450H,"$27,99"
"CAMISERO CUADROS C CAPUCHA, H&O TRYBU, VERDE COMBINADO, 100% rayón",https://images.deprati.com.ec/sys-master/images/hb7/h92/11366465765406/16701540-0_product_300Wx450H,"$35,99"
"VESTIDO MS CUELLO EN V, EXPRESSIONS, NEGRO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h1d/h15/11328998932510/16710351-0_product_300Wx450H,"$49,99"
"CARDIGAN CUELLO POLO, H&O, CRUDO COMBINADO, 100% ACRILICO, Size M",https://images.deprati.com.ec/sys-master/images/h05/hcd/11320321277982/16695675-0_product_300Wx450H,"$29,99"
"BLUSA CROP TEXTURA, H&O, AZUL COMBINADO, 100% Poliéster, Size XS",https://images.deprati.com.ec/sys-master/images/h20/ha3/11320012505118/16695554-0_product_300Wx450H,"$29,99"
"BUZO UNICOLOR, H&O, VERDE, 100% ACRILICO, Size M",https://images.deprati.com.ec/sys-master/images/h35/hab/11320326750238/16695679-0_product_300Wx450H,"$27,99"
"FALDA CUADROS, H&O, VERDE COMBINADO, 100% Poliéster, Size M",https://images.deprati.com.ec/sys-master/images/haf/h70/11320316166174/16695663-0_product_300Wx450H,"$29,99"
"BLUSA ML CUELLO REDONDO, ISABELLA, CRUDO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/hf2/h77/11324828385310/16701129-0_product_300Wx450H,"$35,99"
"CAMISETA CUADROS MC, H&O TRYBU, TURQUESA COMBINADO, 93% POLIESTER 7% ELASTANO",https://images.deprati.com.ec/sys-master/images/h6f/h8d/11361200177182/16702031-0_product_300Wx450H,"$23,99"
"CAMISETA SISA RAYAS, H&O, CRUDO COMBINADO, 98% ALGODÓN  2% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/h37/hbc/11320313610270/16695444-0_product_300Wx450H,"$15,99"
"FALDA PLISADA CUADROS, H&O TRYBU, AZUL COMBINADO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h90/he8/11318736977950/16701544-0_product_300Wx450H,"$27,99"
"SHORT CUADROS C LAZO, H&O TRYBU, AZUL COMBINADO, 97% POLIESTER 3% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/hde/hc1/11318826893342/16701932-0_product_300Wx450H,"$27,99"
"BLUSA CROP UNICOLOR, H&O TRYBU, AZUL MARINO, 96% POLIESTER 4% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h3e/h76/11318720397342/16701250-0_product_300Wx450H,"$23,99"
"CAMISETA ML CUELLO POLO, H&O, VERDE, 94% POLIESTER 6% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h37/h4e/11320461918238/16721867-0_product_300Wx450H,"$23,99"
"CAMISETA ML CUELLO POLO, H&O, CRUDO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h34/h9b/11320073224222/16721864-0_product_300Wx450H,"$19,99"
"VESTIDO CUADROS C EN V, H&O TRYBU, VERDE COMBINADO, 95% POLIESTER 5% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hca/h22/11317881864222/16701253-0_product_300Wx450H,"$35,99"
"PANTALON FLARE CUADROS, H&O TRYBU, GRIS COMBINADO, 64% POLIESTER 34% ALGODÓN 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf6/h2b/11373722599454/16701290-0_product_300Wx450H,"$29,99"
"BUZO, H&O, VERDE, 69%POLIESTER 28%ALGODÓN 3%ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h83/hb4/11320376033310/16695944-0_product_300Wx450H,"$23,99"
"CAMISETA ESTAMPADA, H&O TRYBU, TURQUESA, 100% algodón",https://images.deprati.com.ec/sys-master/images/hea/h4b/11376184524830/16701877-0_product_300Wx450H,"$15,99"
"JEAN MOM 5B C DESGASTE, H&O TRYBU, AZUL MEDIO, 100% algodón, Size 7",https://images.deprati.com.ec/sys-master/images/hfb/h72/11325690773534/16702011-0_product_300Wx450H,"$39,98"
"SUDADERA PREPPY C CUELLO, H&O TRYBU, GRIS JASPE, 96% algodón 4% elastano, Size S",https://images.deprati.com.ec/sys-master/images/hee/h77/11318727639070/16701465-0_product_300Wx450H,"$23,99"
"FALDA SHORT C BOTONES, H&O TRYBU, AZUL MARINO, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/hc1/h83/11318355984414/16701499-0_product_300Wx450H,"$27,99"
"BLUSA, H&O, AZUL REY, 100% Poliéster, Size L",https://images.deprati.com.ec/sys-master/images/hdb/h32/11320034459678/16695911-0_product_300Wx450H,"$27,99"
"CAMISERO ML UNICOLOR, H&O, AZUL REY, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h95/h5e/11379060899870/16719171-0_product_300Wx450H,"$29,99"
"CAMISERO CUADROS, H&O, AZUL COMBINADO, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/h32/h4d/11320458379294/16719254-0_product_300Wx450H,"$35,99"
"CAMISERO C ENCARRUJADO, H&O TRYBU, VERDE, 97% ALGODON 3% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/h7a/hc8/11318716432414/16701177-0_product_300Wx450H,"$23,99"
"CHAQUETA DENIM C DESGASTE, H&O TRYBU, AZUL HIELO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h29/h4c/11345962434590/16702067-0_product_300Wx450H,"$39,98"
"CHAQUETA UNICOLOR, H&O TRYBU, VERDE, 100% algodón, Size M",https://images.deprati.com.ec/sys-master/images/h2d/h68/11318764109854/16701980-0_product_300Wx450H,"$45,99"
"JEAN CARGO UNICOLOR, H&O TRYBU, VERDE, 100% algodón, Size 5",https://images.deprati.com.ec/sys-master/images/h90/h5a/11318770728990/16701989-0_product_300Wx450H,"$39,98"
"FALDA UNICOLOR, H&O, AZUL REY, 97% POLIESTER 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/h2a/h8a/11320447860766/16718857-0_product_300Wx450H,"$29,99"
"SHORT, H&O, AZUL HIELO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h28/h85/11385310412830/16694944-0_product_300Wx450H,"$29,99"
"SHORT APT C CINTURON, H&O, VERDE, 98% ALGODÓN  2% ELASTANO, Size 10",https://images.deprati.com.ec/sys-master/images/h9a/hf0/11320354766878/16694954-0_product_300Wx450H,"$29,99"
"CAMISETA ESTAMPADA, H&O TRYBU, CRUDO, 100% algodón, Size S",https://images.deprati.com.ec/sys-master/images/ha9/hb8/11317892218910/16702062-0_product_300Wx450H,"$15,99"
"BLUSA CUADROS MC, H&O TRYBU, AZUL COMBINADO, 100% algodón, Size S",https://images.deprati.com.ec/sys-master/images/h06/hcf/11318805757982/16701907-0_product_300Wx450H,"$19,99"
"PANTALON RECTO UNICOLOR, H&O TRYBU, AZUL MARINO, 97% POLIESTER 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hf7/h6d/11318722854942/16701453-0_product_300Wx450H,"$35,99"
"FALDA LAPIZ UNICOLOR, H&O TRYBU, AZUL MARINO, 96% POLIESTER 4% ELASTANO, Size M",https://images.deprati.com.ec/sys-master/images/h55/hbe/11318795141150/16702047-0_product_300Wx450H,"$29,99"
