alt,src,price
"PANTALON WIDE LEG LARGO, ISABELLA, NEGRO, 97% POLIESTER 3% ELASTANO, Size 8",https://images.deprati.com.ec/sys-master/images/h64/h7d/11324962799646/16701658-0_product_300Wx450H,"$39,98"
"PANTALON WIDE LEG CON ELASTICO, ISABELLA, CRUDO, 100% Poliéster, Size 14",https://images.deprati.com.ec/sys-master/images/hdb/ha4/11325047177246/16701965-0_product_300Wx450H,"$39,98"
"FALDA MIDI ESTAMPADA, EXPRESSIONS, NEGRO COMBINADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf7/h4a/11383294591006/16712359-0_product_300Wx450H,"$35,99"
"BLUSA MS CUELLO REDONDO MID , EXPRESSIONS, VERDE AGUA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha9/h46/11383367991326/16712945-0_product_300Wx450H,"$23,99"
"PANTALON LARGO SLIM, EXPRESSIONS, MAGENTA, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h78/h38/11373838106654/16724715-0_product_300Wx450H,"$45,99"
"BLAZER ML CON 1 BOTON, EXPRESSIONS, ROJO, 95% POLIESTER 5% ELASTANO, Size XXL",https://images.deprati.com.ec/sys-master/images/h93/h53/11323841183774/16712333-0_product_300Wx450H,"$59,99"
"VESTIDO MC CUELLO REDONDO CON VUELOS, EXPRESSIONS, NEGRO COMBINADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hc8/h17/11373820084254/16724700-0_product_300Wx450H,"$59,99"
"FALDA EN A CON AMARRE, EXPRESSIONS, FUCSIA, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h1f/h94/11373831815198/16724709-0_product_300Wx450H,"$35,99"
"VESTIDO MLG CON AMARRE, ISABELLA, CRUDO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h68/ha1/11373920944158/16740489-0_product_300Wx450H,"$39,98"
"LEGGING CON CIERRE, H&O, NEGRO, 60% POLIAMIDA 37% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hb3/hb7/11376148643870/16695955-0_product_300Wx450H,"$32,98"
"VESTIDO TIRAS TEXTURA, H&O, NEGRO, 65% POLIESTER 27% NYLON 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/hbe/hdf/11373607682078/16722367-0_product_300Wx450H,"$29,99"
"BLUSA MC CUELLO REDONDO, EXPRESSIONS, CRUDO COMBINADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h5b/h7e/11383283646494/16712324-0_product_300Wx450H,"$29,99"
"BLUSA ML CORRUGADA, H&O TRYBU, LILA, 100% rayón",https://images.deprati.com.ec/sys-master/images/ha9/h81/11383099818014/16702723-0_product_300Wx450H,"$27,99"
"CAMISETA ML UNICOLOR, H&O, ROJO, 71% POLIESTER 26% ALGODÓN    3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h21/h2c/11368996306974/16695791-0_product_300Wx450H,"$19,99"
"CAMISETA MC ESTAMPADO, H&O TRYBU, ROJO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h36/h9d/11376282402846/16702902-0_product_300Wx450H,"$15,99"
"CAMISETA MC ESTAMPADO, H&O TRYBU, BLANCO, 100% algodón",https://images.deprati.com.ec/sys-master/images/ha7/h20/11376277487646/16702897-0_product_300Wx450H,"$15,99"
"SHORT C ROTOS, H&O TRYBU, AZUL CLARO, 100% algodón, Size 7",https://images.deprati.com.ec/sys-master/images/hc9/h3c/11322857586718/16703042-0_product_300Wx450H,"$29,99"
"PANTALON SKINNY LARGO CON UN BOTON, EXPRESSIONS, ROJO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h7e/hae/11383302193182/16712373-0_product_300Wx450H,"$45,99"
"JEAN C APLIQUE WIDELEG, H&O TRYBU, AZUL HIELO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hd5/h38/11366577733662/16702955-0_product_300Wx450H,"$45,99"
"PANTALON WIDE LEG LARGO, EXPRESSIONS, NEGRO, 97% POLIESTER 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/h33/hb7/11323856781342/16712431-0_product_300Wx450H,"$39,98"
"ENTERIZO TIRAS C LAZO UNICOLOR, H&O TRYBU, NEGRO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hb3/hdf/11376267952158/16702866-0_product_300Wx450H,"$29,99"
"BLUSA TIRAS CON VUELOS, ISABELLA, ROJO, 100% Poliéster, Size XS",https://images.deprati.com.ec/sys-master/images/h04/h06/11324968697886/16701675-0_product_300Wx450H,"$35,99"
"CAMISERO ML PRINT, H&O TRYBU, LILA COMBINADO, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/h9c/h72/11322812530718/16702839-0_product_300Wx450H,"$35,99"
"CAMISETA MC ESTAMPADA, H&O TRYBU, LILA, 100% algodón, Size S",https://images.deprati.com.ec/sys-master/images/h90/he4/11322850705438/16703014-0_product_300Wx450H,"$15,99"
"SHORT RECTO CON PINZAS CON CINTURON, ISABELLA, ROJO, 100% Poliéster, Size 10",https://images.deprati.com.ec/sys-master/images/hf7/h06/11324879110174/16701475-0_product_300Wx450H,"$29,99"
"CAMISETA TIRAS C ENCARRUJADOS, H&O TRYBU, ROJO, 91%POLIESTER 9%ELASTANO",https://images.deprati.com.ec/sys-master/images/he3/h96/11346414469150/16702750-0_product_300Wx450H,"$19,99"
"SHORT PLISADO UNICOLOR, H&O TRYBU, NEGRO, 95% polyester 5% elastano",https://images.deprati.com.ec/sys-master/images/h28/ha1/11346440454174/16702894-0_product_300Wx450H,"$23,99"
"PANTALON RECTO CON CADENA, ISABELLA, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h87/h4a/11372438388766/16701690-0_product_300Wx450H,"$49,99"
"VESTIDO ML CUELLO EN V, EXPRESSIONS, NEGRO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h2f/hdd/11372897861662/16712439-0_product_300Wx450H,"$69,99"
"VESTIDO ML CUELLO REDONDO AL CUERPO, ISABELLA, NEGRO COMBINADO, 96% POLIÉSTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hc2/hd1/11372402540574/16701669-0_product_300Wx450H,"$39,98"
"ENTERIZO LARGO CUELLO EN V TIRAS, ISABELLA, ROJO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hb6/hfb/11372392906782/16701616-0_product_300Wx450H,"$45,99"
"BLUSA UNA SOLA MANGA CON LAZO, ISABELLA, ROJO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h86/he3/11372371247134/16701525-0_product_300Wx450H,"$27,99"
"PANTALON GABARDINA, H&O, NEGRO, 98% ALGODÓN  2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h44/hd8/11374487240734/16715917-0_product_300Wx450H,"$35,99"
"BLUSA ML CUELLO EN V, EXPRESSIONS, NEGRO COMBINADO, 100% Poliéster, Size L",https://images.deprati.com.ec/sys-master/images/hf7/h10/11323866513438/16712493-0_product_300Wx450H,"$35,99"
"CAMISERO ML CON CORBATIN, EXPRESSIONS, NEGRO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h53/hec/11372903923742/16712456-0_product_300Wx450H,"$35,99"
"CAMISETA SMCRP ESTAMPADA, H&O TRYBU, BLANCO, 100% algodón, Size XL",https://images.deprati.com.ec/sys-master/images/h76/hfa/11322889535518/16703021-0_product_300Wx450H,"$15,99"
"CAMISETA ML PRINT ONDAS, H&O TRYBU, LILA COMBINADO, 90% Poliester 10% Elastano, Size L",https://images.deprati.com.ec/sys-master/images/haf/h6e/11322820526110/16702874-0_product_300Wx450H,"$23,99"
"CAMISETA SMCRP ESTAMPADA, H&O TRYBU, NEGRO, 100% algodón, Size L",https://images.deprati.com.ec/sys-master/images/hb0/h96/11322605797406/16703051-0_product_300Wx450H,"$19,99"
"FALDA BRILLOS, ISABELLA, PLATEADO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h5f/ha2/11372380815390/16701548-0_product_300Wx450H,"$35,99"
"ENTERIZO LARGO M34 CUELLO EN V, ISABELLA, NEGRO, 94% POLIESTER 6% ELASTANO, Size M",https://images.deprati.com.ec/sys-master/images/h2b/ha8/11324920070174/16701493-0_product_300Wx450H,"$49,99"
"SHORT RECTO, ISABELLA, NEGRO, 100% Poliéster, Size 8",https://images.deprati.com.ec/sys-master/images/haf/h4c/11324948283422/16701554-0_product_300Wx450H,"$29,99"
"BLUSA ML PRINT, H&O, CRUDO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h1d/h06/11403329339422/16695580-0_product_300Wx450H,"$27,99"
"VESTIDO M34 CUELLO CUADRADO, EXPRESSIONS, CRUDO, 95% POLIESTER 5% ELASTANO, Size M",https://images.deprati.com.ec/sys-master/images/h03/h62/11321439256606/16712390-0_product_300Wx450H,"$59,99"
"FALDA SHORT, H&O, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h3e/hc5/11403355422750/16695824-0_product_300Wx450H,"$23,99"
"CHAQUETA DENIM C DESGASTE, H&O TRYBU, AZUL MEDIO, 98% ALGODÓN  2% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/he5/h8c/11325750673438/16703024-0_product_300Wx450H,"$45,99"
"VESTIDO TIRAS UNICOLOR, H&O TRYBU, NEGRO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hcf/ha0/11362051260446/16702882-0_product_300Wx450H,"$27,99"
"VESTIDO BOMBACHO, H&O TRYBU, LILA, 97% ALGODON 3% ELASTANO, Size M",https://images.deprati.com.ec/sys-master/images/h85/h05/11324515188766/16702852-0_product_300Wx450H,"$35,99"
"BLAZER CROPPED UNICOLOR, H&O, ROJO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/haf/heb/11384471617566/16695612-0_product_300Wx450H,"$35,99"
"FALDA CORTA UNICOLOR, H&O, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h13/h26/11377931354142/16695614-0_product_300Wx450H,"$29,99"
"FALDA CORTA UNICOLOR, H&O, NEGRO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hd5/h05/11403358502942/16695832-0_product_300Wx450H,"$19,99"
"PANTALON SKINNY, H&O, NEGRO, 82% POLIESTER 15% VISCOSA 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h39/h49/11368989589534/16695386-0_product_300Wx450H,"$35,99"
"FALDA DENIM PLISADA, H&O TRYBU, NEGRO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hef/h44/11366571671582/16702950-0_product_300Wx450H,"$29,99"
"CHAQUETA CON APLIQUES, H&O, NEGRO, 100% algodón",https://images.deprati.com.ec/sys-master/images/hce/h8c/11385315196958/16695703-0_product_300Wx450H,"$45,99"
"BLUSA MS CUELLO EN V CON HOMBRERAS, ISABELLA, NEGRO COMBINADO, 100% Poliéster, Size XXL",https://images.deprati.com.ec/sys-master/images/h27/h60/11324875571230/16701472-0_product_300Wx450H,"$29,99"
"VESTIDO TIRAS UNICOLOR, H&O, NEGRO, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h50/h53/11366660702238/16722363-0_product_300Wx450H,"$29,99"
"BLUSA SATIN  ML C AMARRES, H&O TRYBU, LILA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hc2/h24/11366564528158/16702944-0_product_300Wx450H,"$29,99"
"VESTIDO ML PRINT, H&O, LILA COMBINADO, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h97/h28/11377935646750/16696062-0_product_300Wx450H,"$39,98"
"BLAZER CROPPED UNICOLOR, H&O, LILA, 96% POLIESTER 4% SPANDEX",https://images.deprati.com.ec/sys-master/images/h87/h2c/11366365036574/16695953-0_product_300Wx450H,"$49,99"
"FALDA CORTA UNICOLOR, H&O, LILA, 98% ALGODON 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h9f/h98/11366342721566/16695510-0_product_300Wx450H,"$29,99"
"BLUSA ML BRILLOS, H&O, PLATEADO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/hb1/hed/11377925980190/16695596-0_product_300Wx450H,"$29,99"
"CORSET UNICOLOR, H&O, PLATEADO, 100% POLIESTER ELASTANO",https://images.deprati.com.ec/sys-master/images/h58/h27/11366412910622/16695603-0_product_300Wx450H,"$27,99"
"VESTIDO C MANGAS MESH, H&O TRYBU, NEGRO, 68% POLIESTER 32% ALGODÓN",https://images.deprati.com.ec/sys-master/images/hd8/hdf/11366508134430/16702963-0_product_300Wx450H,"$27,99"
"VESTIDO TIRAS UNICOLOR, H&O TRYBU, NEGRO, 87% NYLON 13% ELASTANO",https://images.deprati.com.ec/sys-master/images/h6d/h26/11366479429662/16702702-0_product_300Wx450H,"$27,99"
"VESTIDO METALICO TIRAS, H&O TRYBU, DORADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h12/h76/11366515277854/16702997-0_product_300Wx450H,"$27,99"
"FALDA UNICOLOR C COSTADOS ENCARRUJADOS, H&O TRYBU, LILA, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h5f/hb9/11366504562718/16702812-0_product_300Wx450H,"$29,99"
"BLUSA ML C ENCARRUJADO, H&O TRYBU, ROJO, 92% POLIESTER 8% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha4/h7e/11366442205214/16702888-0_product_300Wx450H,"$27,99"
"CAMISETA TIRAS UNICOLOR, H&O, NEGRO, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h8b/hed/11366422675486/16695730-0_product_300Wx450H,"$19,99"
"PANTALON RECTO UNICOLOR, H&O TRYBU, NEGRO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h74/h20/11366491127838/16702718-0_product_300Wx450H,"$29,99"
"JEAN SLIM , H&O, LILA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h97/hac/11361161117726/16695334-0_product_300Wx450H,"$39,98"
"BLUSA M34 CUELLO REDONDO, ISABELLA, NEGRO, 100% Poliéster, Size L",https://images.deprati.com.ec/sys-master/images/h7c/haf/11324936421406/16701522-0_product_300Wx450H,"$29,99"
"BLUSA MC CUELLO REDONDO CON APLIQUES BRILLOS, ISABELLA, NEGRO COMBINADO, 100% Poliéster, Size XS",https://images.deprati.com.ec/sys-master/images/hb9/h1d/11325036036126/16701955-0_product_300Wx450H,"$35,99"
"BLUSA HALTER CUADROS CON BORDADO  , ISABELLA, NEGRO COMBINADO, 100% Poliéster, Size XXL",https://images.deprati.com.ec/sys-master/images/h34/h52/11325014114334/16703585-0_product_300Wx450H,"$29,99"
"CAMISERO ML UNICOLOR, H&O, ROJO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h2a/hef/11397180981278/16696057-0_product_300Wx450H,"$29,99"
"PANTALON LARGO RECTO, EXPRESSIONS, ROJO, 95% POLIESTER 5% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/hdd/hc6/11323850555422/16712377-0_product_300Wx450H,"$45,99"
"BLAZER MS CON 6 BOTONES, EXPRESSIONS, NEGRO, 79% POLIESTER 17% VISCOSA 4% ELASTANO, Size L",https://images.deprati.com.ec/sys-master/images/h04/h0f/11321454297118/16712409-0_product_300Wx450H,"$59,99"
"BLUSA M34 CUELLO REDONDO, EXPRESSIONS, NEGRO, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/hc6/h75/11321445220382/16712395-0_product_300Wx450H,"$35,99"
"CAMISERO ML CON DETALLE EN MANGAS, EXPRESSIONS, CRUDO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h0c/h29/11329045102622/16712402-0_product_300Wx450H,"$35,99"
"BLUSA SIS CON AMARRE EN CUELLO, ISABELLA, ROJO, 97% ALGODON 3% ELASTANO, Size S",https://images.deprati.com.ec/sys-master/images/h5b/h30/11325086171166/16740332-0_product_300Wx450H,"$27,99"
"CHALECO PLUMON, H&O TRYBU, LILA, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/h4e/hf0/11322897006622/16703036-0_product_300Wx450H,"$39,98"
"BLUSA BRILLOS TIRAS CUELLO EN V, ISABELLA, NEGRO, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/h9e/h13/11324955656222/16701618-0_product_300Wx450H,"$35,99"
"BLUSA MS CUELLO ALTO, ISABELLA, LILA, 100% Poliéster, Size M",https://images.deprati.com.ec/sys-master/images/h5a/h08/11323832467486/16701625-0_product_300Wx450H,"$29,99"
MEDIDAS  ALTO ANCHO  PROFUNDIDAD 22CM 18CM 14CM  MATERIAL EXTERNO 100% POLIURETANO  MATERIAL INTER,https://images.deprati.com.ec/sys-master/images/hf5/h75/11455528534046/16743748-0_product_300Wx450H,"$59,99"
MEDIDAS  ALTO ANCHO PROFUNDIDAD 17CM 24CM 8CM  MATERIAL EXTERNO 100% POLIURETANO  MATERIAL INTERNO,https://images.deprati.com.ec/sys-master/images/h4b/he9/11455506513950/16742449-0_product_300Wx450H,"$39,98"
MEDIDAS  ALTO ANCHO  PROFUNDIDAD 23CM  18CM  12CM  MATERIAL EXTERNO 100% POLIURETANO MATERIAL INTE,https://images.deprati.com.ec/sys-master/images/h83/hed/11455527125022/16743256-0_product_300Wx450H,"$39,98"
"BLUSA MC CUELLO REDONDO, EXPRESSIONS, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h89/h20/11383237902366/16710308-0_product_300Wx450H,"$29,99"
"BLUSA MS CUELLO REDONDO, EXPRESSIONS, CRUDO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h88/heb/11383276601374/16712305-0_product_300Wx450H,"$29,99"
"BLAZER M34 SIN SOLAPA ABIERTO, EXPRESSIONS, AZUL REY, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h98/hee/11350819962910/16710405-0_product_300Wx450H,"$59,99"
"BLUSA MC CON CORBATIN, EXPRESSIONS, VERDE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h98/hdb/11350801285150/16710329-0_product_300Wx450H,"$35,99"
"PANTALON LARGO RECTO, EXPRESSIONS, AZUL REY, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h28/he1/11350924296222/16722442-0_product_300Wx450H,"$45,99"
"BLAZER ML, EXPRESSIONS, FUCSIA, 89% POLIESTER 11% ELASTANO",https://images.deprati.com.ec/sys-master/images/h74/ha6/11350881271838/16712567-0_product_300Wx450H,"$69,99"
"BLAZER ML CON BOTONES, EXPRESSIONS, MAGENTA, 79% POLIESTER 17% VISCOSA 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/hce/h13/11350914301982/16713181-0_product_300Wx450H,"$59,99"
"BLUSA MS CUELLO ALTO, EXPRESSIONS, MAGENTA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/ha9/h41/11350888382494/16712590-0_product_300Wx450H,"$27,99"
"PANTALON LARGO SLIM, EXPRESSIONS, MAGENTA, 89% POLIESTER 11% VISCOSA",https://images.deprati.com.ec/sys-master/images/hae/h9c/11350892511262/16712738-0_product_300Wx450H,"$35,99"
"PANTALON LARGO SLIM, EXPRESSIONS, FUCSIA, 89% POLIESTER 11% ELASTANO",https://images.deprati.com.ec/sys-master/images/h9c/h7e/11350899523614/16712749-0_product_300Wx450H,"$49,99"
"PANTALON SLIM LARGO, EXPRESSIONS, ROJO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h76/hb2/11350868819998/16712421-0_product_300Wx450H,"$39,98"
"BLAZER MS CON CINTURON, EXPRESSIONS, ROJO, 89% POLIESTER 11% ELASTANO",https://images.deprati.com.ec/sys-master/images/hc0/h2a/11350858432542/16712415-0_product_300Wx450H,"$59,99"
"PANTALON LARGO RECTO, EXPRESSIONS, VERDE, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf5/h9b/11350928818206/16722445-0_product_300Wx450H,"$45,99"
"CHAQUETA DENIM, H&O, TAUPE, 98% ALGODON 2% ELASTANO, Size XL",https://images.deprati.com.ec/sys-master/images/h4e/h76/11321738952734/16730694-0_product_300Wx450H,"$45,99"
"SHORT REG UNICOLOR C LAZO, H&O TRYBU, CAFE, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/hf2/hf0/11455700664350/16766905-0_product_300Wx450H,"$23,99"
"SHORT UNICOLOR, H&O TRYBU, NEGRO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hb6/h1a/11451870314526/16766896-0_product_300Wx450H,"$23,99"
MEDIDAS   (CM) ALTO ANCHO  PROFUNDIDAD 13.5 28.5 7.5   MATERIAL INTERNO   TEXTIL 100% EXTERNO SINT,https://images.deprati.com.ec/sys-master/images/h08/hd2/11441361879070/16703661-0_product_300Wx450H,"$49,99"
"BLUSA MANGAS BOMBACHAS, H&O TRYBU, ARENA, 50% RAYON 50% POLYESTER",https://images.deprati.com.ec/sys-master/images/h2f/h5a/11426913058846/16702232-0_product_300Wx450H,"$23,99"
"SHORT HR UNICOLOR, H&O TRYBU, MOSTAZA, 100% algodón",https://images.deprati.com.ec/sys-master/images/hde/h67/11411649200158/16702563-0_product_300Wx450H,"$29,99"
"FALDA, H&O, ARENA COMBINADO, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h81/hbc/11397026021406/16722339-0_product_300Wx450H,"$23,99"
"BLUSA TIRAS  PRINT, H&O, MOSTAZA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/he2/he2/11410195283998/16718569-0_product_300Wx450H,"$23,99"
"camisero over size, H&O, TERRACOTA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hc7/ha7/11407947268126/16718587-0_product_300Wx450H,"$23,99"
"CAMISETA MC CON RUCHES, H&O, TERRACOTA, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h28/h8b/11403630346270/16741818-0_product_300Wx450H,"$19,99"
"BLUSA ONE SHOULDER, H&O, ARENA COMBINADO, 90%POLIESTER 10%ELASTANO",https://images.deprati.com.ec/sys-master/images/h84/h96/11401134342174/16722296-0_product_300Wx450H,"$19,99"
"CAMISETA TIRAS CON BRILLOS, H&O, VERDE OLIVA, 96% POLIESTER 4% ELASTANO",https://images.deprati.com.ec/sys-master/images/h1f/h03/11404809011230/16722273-0_product_300Wx450H,"$23,99"
"ENTERIZO HALTER PRINT, H&O, NEGRO COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h07/h10/11407952052254/16718598-0_product_300Wx450H,"$45,99"
"BLUSA M34 PRINT, H&O, ARENA COMBINADO, 94% POLIESTER 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h78/h85/11387942207518/16722025-0_product_300Wx450H,"$27,99"
"CAMISETA TIRAS CUT OUT, H&O, CAFE, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h03/h4b/11397268439070/16734210-0_product_300Wx450H,"$23,99"
"BLUSA CON CUELLO DRAPEADO, H&O, ROSADO COMBINADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/h02/hf8/11397287804958/16730616-0_product_300Wx450H,"$19,99"
"BLUSA CON CUELLO DRAPEADO, H&O, NEGRO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hd3/h27/11397285904414/16730613-0_product_300Wx450H,"$19,99"
"CAMISETA ML ELC, H&O, ROSADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/hf4/h87/11395941335070/16730570-0_product_300Wx450H,"$19,99"
"CAMISETA SISA CUT OUT, H&O, ROSADO, 95% POLIESTER 5% ELASTANO",https://images.deprati.com.ec/sys-master/images/he6/h79/11397281710110/16730561-0_product_300Wx450H,"$15,99"
"BODY ML SATIN, H&O, ARENA, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/h59/h45/11373600931870/16722012-0_product_300Wx450H,"$35,99"
"BLUSA ML UNICOLOR, H&O, ARENA, 100% Poliéster, Size S",https://images.deprati.com.ec/sys-master/images/hcb/h34/11321713524766/16722324-0_product_300Wx450H,"$27,99"
"JOGGER UNICOLOR, H&O, MOSTAZA, 100% VISCOSA",https://images.deprati.com.ec/sys-master/images/h84/h46/11384518737950/16762140-0_product_300Wx450H,"$29,99"
"JEAN SLOUCHY C ROTOS, H&O TRYBU, NEGRO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h99/hde/11383080124446/16702542-0_product_300Wx450H,"$39,98"
"CHAQUETA DENIM UNICOLOR 4B, H&O TRYBU, AZUL HIELO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h07/haa/11383086022686/16702568-0_product_300Wx450H,"$39,98"
"TOP ASIMETRICO, H&O TRYBU, CAFE, 77% POLIESTER 17% RAYON 6% ELASTANO",https://images.deprati.com.ec/sys-master/images/h03/h23/11383004921886/16702230-0_product_300Wx450H,"$15,99"
"CAMISETA SISA PRINT, H&O, ARENA COMBINADO, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/h3c/hd8/11373596573726/16721904-0_product_300Wx450H,"$15,99"
"CAMISETA MC, H&O, NEGRO COMBINADO, 100% Poliéster, Size L",https://images.deprati.com.ec/sys-master/images/he1/h26/11321690226718/16721901-0_product_300Wx450H,"$15,99"
"LEGGING UNICOLOR, H&O, GRIS JASPE, 68% POLIESTER 32% RAYON",https://images.deprati.com.ec/sys-master/images/h11/h3c/11387909701662/16718927-0_product_300Wx450H,"$29,99"
"CAMISETA MC PRINT, H&O, CRUDO COMBINADO, 97% POLIESTER 3% ELASTANO",https://images.deprati.com.ec/sys-master/images/ha4/h34/11410211864606/16721934-0_product_300Wx450H,"$15,99"
"BLUSA MC SATIN CUT OUT, H&O, ARENA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/hd0/h64/11410185945118/16718551-0_product_300Wx450H,"$23,99"
"FALDA DENIM APT, H&O, ARENA, 100% algodón",https://images.deprati.com.ec/sys-master/images/h93/h33/11388644392990/16760848-0_product_300Wx450H,"$27,99"
"CAMISETA TIRAS UNICOLOR, H&O, MOSTAZA, 100% Poliéster",https://images.deprati.com.ec/sys-master/images/he4/h52/11380130709534/16730540-0_product_300Wx450H,"$19,99"
"JEAN MOM C DESGASTE , H&O TRYBU, AZUL OSCURO, 100% algodón",https://images.deprati.com.ec/sys-master/images/h6b/h09/11383350525982/16712695-0_product_300Wx450H,"$39,98"
"JEAN SKINNY C ROTOS UNICOLOR, H&O TRYBU, AZUL CLARO, 98% ALGODÓN  2% ELASTANO",https://images.deprati.com.ec/sys-master/images/h23/h9e/11376255172638/16702686-0_product_300Wx450H,"$39,98"
"BLUSA SATIN C APLIQUES, H&O TRYBU, CRUDO, 98% POLIESTER 2% ELASTANO",https://images.deprati.com.ec/sys-master/images/hff/h23/11431960477726/16702657-0_product_300Wx450H,"$23,99"
"BLUSA ML PRINT, H&O, MOSTAZA COMBINADO, 100% rayón, Size XL",https://images.deprati.com.ec/sys-master/images/h74/h17/11321506594846/16718557-0_product_300Wx450H,"$27,99"
"ENTERIZO TIRAS SATINADO, H&O, TERRACOTA, 100% Poliéster, Size L",https://images.deprati.com.ec/sys-master/images/hf1/h77/11321518456862/16718593-0_product_300Wx450H,"$45,99"
"BLUSA TIRAS UNICOLOR, H&O, TERRACOTA, 100% Poliéster, Size XL",https://images.deprati.com.ec/sys-master/images/hcc/h67/11321539657758/16722022-0_product_300Wx450H,"$23,99"
